PC1,PC2
-0.43998770193491604,0.4376365922327976
-0.3002071484541536,0.010882716266382167
0.7275541047182986,0.7243005346149786
-0.20801953286963576,0.17938805033968938
-0.8431218559977175,0.745447343612967
-1.2414352358215957,-0.6226736569650284
-0.8143883065327685,-0.39920607739106634
1.8892668396324321,-1.7596609453851673
-0.6069360536921552,0.5839820234501226
0.3750769688877769,0.17849079716300129
-0.6870952835884727,-0.15258867377509922
-0.6144553387429799,-0.23536571150868107
-0.7594962951293045,-0.42941890090734663
-0.24747105405609335,0.39190924572688224
-0.06396897416702933,0.3458181433077586
-0.6753964053328563,0.49543649461179645
-0.8709789291845492,-0.19490172983224613
-0.18775692043331207,-0.7228185837449215
-1.107887282252948,0.09296243338600318
-0.17926788009438482,-0.5533201694300974
-0.6811134158166452,-0.4506274236300391
-1.015127868051796,-0.2969691458666696
-0.7846165933316352,-0.3457640863154211
0.09927366665850301,1.0369982066279413
-0.7656919032878221,-0.2644052966796384
-0.6693591411258838,-0.02618904212535417
0.946123856159705,0.5556642784944191
0.4593061326418871,-1.0877410565193486
-0.43909983949721826,-0.6936327684235926
-0.009143550736476953,0.5737772588537075
-0.8326193590584253,0.014032946389683353
-1.4693213059845158,-0.04159967879875571
-0.42358563160511115,-0.8993099004615196
0.38869829092073327,0.910193786461614
-1.2332389424801338,-0.6014504426998409
-0.11495185934856117,0.9063934780828882
0.4904924651948909,-1.219327957747229
0.3925341515090476,0.21637657152767323
0.25513593421575315,-0.41605175368671804
-0.3464121818621069,0.6324511065451182
-0.5161604382866003,-0.16524336277092677
-1.231976713375341,-0.5522905863532063
0.2276086101959925,0.19606750974486029
7.170318357005193,-2.1649335753577463
-0.39568324753868245,-0.39169280487775304
-0.43725144021489176,0.2593488901911304
-0.6434154915760775,-0.011656126568729988
1.0746756922862175,-1.1755125002831146
0.7253804089113558,1.4951046655783378
-1.2981577720737487,-0.5883696866576459
-0.41846985948404153,0.33467378039106516
0.7455118873037034,0.6143261905907368
0.3678355868922295,0.8762385841606637
-0.47286794489979295,0.03600173090717985
0.011916684241364408,-0.12991013481714775
-1.8956311783960358,-0.2843305155999741
1.652520987711129,-1.7314461076884076
0.30354514523837883,1.3739744355214913
-0.06080751990557909,0.10911081184484349
-0.6327514863514233,-0.08830030956819884
0.27300200945858644,0.6508963517017371
5.394226787120182,2.5231806265638745
1.420962826002321,3.9480436351050137
0.7338134524148864,0.32207973184373895
3.2315761331676893,-1.2715503948605256
-1.0296431703864086,0.3324192107055414
0.6000499552529254,-1.1463144810954047
-1.1254781305931008,-0.5417139129534474
-1.1659607501882518,-0.44732066119962755
